note_financier,note_capacite,note_historique,note_activite,note_garanties,note_documents,anciennete_mois,rcsd,epargne_regularite,incidents_graves,montant_sur_plafond,label_defaut
43.94012966478782,61.49064141527875,72.54248370919586,31.632498961022463,36.851015761782975,44.7616930465444,9.826294242073587,2.029751560884237,75.55226065201329,0.0,0.8239115827392779,0
80.05015713610909,82.02955952507118,67.77380860639173,70.07144599098866,51.098282025804984,40.84813992747132,27.667227091804865,1.7526741912968118,84.74597137974723,0.0,0.613473143925004,0
70.57990267183403,75.56214263165688,60.41072761981569,26.393623010486536,66.66058382071422,64.2184705303568,31.238185223280738,0.658630056648047,71.39726696145081,0.0,0.666678447784147,0
48.257176631639126,76.18119444070467,87.9830487141305,77.18261400477962,64.27550476112198,51.49455573255213,42.51492049352528,0.8882677722728382,100.0,0.0,0.6814070684164043,0
71.49552976499965,38.86874017747964,77.0974417725685,75.52179967563929,63.41763522270871,79.9148261884646,9.480654948107446,1.4513742308917799,59.512727977458454,0.0,0.658928385528918,0
53.32898585456797,76.70137513221523,70.742649500166,60.76914495264014,75.25252438563479,50.16202796558915,47.9477708438792,1.303740520342871,86.33005515955122,0.0,0.9320229288562998,0
56.09041070791624,33.801463619478525,63.03454151194056,72.7412767527096,74.58730883352044,69.5492343827344,11.642786718175913,2.608830555174155,89.21648305615062,0.0,0.7538493770024522,1
74.18604357358558,78.61982531214367,35.34579472272783,55.151579326835154,46.709297967433706,54.809468405991666,60.37105825428458,1.1981212983538048,62.06311623604456,0.0,0.33211514989951996,0
64.87766968180696,80.26234135567587,53.93105962778142,49.172137821745594,24.795644232625662,83.58085396094617,11.368240890088872,0.15,53.64418973882975,0.0,0.36423735218802683,1
51.78896314361283,85.7478063372019,69.90372632090232,50.758242393049656,33.66997707257121,50.758991318832116,37.31128202476132,1.9737786066225436,19.826965756323318,1.0,0.5513144823637509,1
58.737721793648525,62.336083121803085,74.2595095784934,39.892597356814434,54.24507816319222,56.36697896466201,24.33306545029157,0.9270446492927336,54.39547876917548,0.0,0.3065087013774229,0
80.82024792101316,71.48658622361481,62.70076955556302,58.74414490200403,40.44861960631573,62.53642935143243,28.54247890992006,2.2021132264525853,40.43661386734192,0.0,0.7207948466951852,1
19.603911196651637,35.93569663201203,45.76413852274378,67.10964732574419,68.12441716524319,68.44328425385505,20.278025420595142,1.8963535022164306,62.2701130404179,0.0,1.0791403066775889,0
73.53525382228503,49.560525163740934,55.855160234935255,43.68323850386043,66.52232834827944,40.29631900916373,51.86887037635156,1.3254795005906552,29.385241280527843,0.0,0.77684262898043,0
67.07959075851367,100.0,93.15383207220981,55.28059691137907,47.371596379483925,67.50143360688364,2.1872837185398257,1.2494996992102103,51.43520557933522,0.0,0.584342344352161,0
52.928648087545334,54.30808450863624,97.91099453181798,46.003712043791424,66.33797823515302,58.15929374063256,53.14377298823285,1.8727682962149823,90.73702414958036,0.0,0.9903907943620813,0
88.23266390294765,68.4109499527129,49.74214794687222,82.23109483891504,65.95173610395605,45.038451047932426,3.2053833744852547,1.5369397223384298,52.74169771162252,0.0,0.5257445684335675,0
48.6013084039287,28.54642110466706,52.555667337948435,61.144553897645125,54.51866553695553,46.51366386086484,23.846708207179006,1.5705058176641078,51.01551913772833,0.0,0.3588144610137993,1
60.470573676572,54.09142583781066,62.620640114034316,70.79095974076712,62.23471423076572,48.75650268911888,46.17972303108343,1.1933888174783676,88.547485201745,0.0,1.1092506278844483,0
45.90728582800231,66.99440012108414,30.277448722983607,64.82305116308311,63.43078066872241,0.0,16.852605069411833,2.5684117594129763,100.0,1.0,0.6761334530120326,1
31.465610304112616,56.59652978950666,32.05850523055581,70.80662507947481,73.6111994227936,62.202563266427646,5.285080745531559,1.8730997921675618,76.12436881134693,0.0,0.518312029376789,0
59.37315272125646,66.47817027526537,71.48658386923967,69.016176591148,64.71075814499224,72.88020029561817,13.632072741527502,1.53273439346882,74.82303289250176,0.0,0.7238785152195802,0
